"tucaseid","age","sex","edu","race","hispanic","metro","social_time","num_children","weekly_earn","diary_date","famincome","hh_size"
20140302140162,26,"F","3. some college","White only","Yes","Yes",330,7,NA,20140311,"11. $40,000 to $49,999",10
20140302140504,20,"M","2. high school diploma","Black only","No","Yes",330,0,NA,20140315,"12. $50,000 to $59,999",3
20140302140507,75,"F","2. high school diploma","White only","Yes","Yes",412,0,NA,20140330,"12. $50,000 to $59,999",2
20140302140517,76,"M","5. bachelor's degree","White only","No","Yes",210,0,NA,20140308,"8. $25,000 to $29,999",2
20140302140519,69,"M","2. high school diploma","White only","No","Yes",505,0,NA,20140302,"11. $40,000 to $49,999",2
20140302140527,66,"F","1. < high school diploma","White only","No","Yes",770,0,NA,20140326,"3. $7,500 to $9,999",2
20140302140529,37,"M","5. bachelor's degree","Black only","No","Yes",155,0,949.6,20140308,"10. $35,000 to $39,999",1
20140302140531,41,"F","3. some college","White only","No","Yes",193,2,150,20140323,"10. $35,000 to $39,999",3
20140302140534,78,"M","2. high school diploma","Black only","No","Yes",680,0,NA,20140309,"9. $30,000 to $34,999",2
20140302140546,16,"F","1. < high school diploma","Black only","No","Yes",668,3,NA,20140322,"13. $60,000 to $74,999",5
20140302140549,71,"M","2. high school diploma","White only","No","Yes",140,0,NA,20140310,"15. $100,000 to $149,999",2
20140302140552,39,"F","6. master's degree","Asian only","No","Yes",50,1,1400,20140316,"15. $100,000 to $149,999",3
20140302140553,47,"F","3. some college","Black only","No","No",120,1,NA,20140311,"8. $25,000 to $29,999",3
20140302140556,56,"F","4. associate degree","White only","No","Yes",60,0,1100,20140306,"14. $75,000 to $99,999",2
20140302140559,26,"F","2. high school diploma","Black only","No","No",110,1,450,20140322,"10. $35,000 to $39,999",2
20140302140560,48,"F","5. bachelor's degree","White only","No","No",283,0,1180,20140320,"16. >= $150,000",2
20140302140561,35,"F","6. master's degree","Other","No","Yes",60,0,1442.3,20140320,"11. $40,000 to $49,999",1
20140302140570,75,"M","5. bachelor's degree","White only","No","No",840,0,NA,20140323,"12. $50,000 to $59,999",1
20140302140574,58,"M","5. bachelor's degree","White only","No","Yes",120,0,1900,20140303,"14. $75,000 to $99,999",1
20140302140575,77,"F","6. master's degree","White only","Yes","Yes",145,0,NA,20140302,"10. $35,000 to $39,999",1
20140302140576,32,"F","5. bachelor's degree","Other","Yes","Yes",115,1,NA,20140316,"16. >= $150,000",3
20140302140578,62,"F","2. high school diploma","Black only","No","Yes",428,0,NA,20140318,"10. $35,000 to $39,999",3
20140302140579,54,"F","7. professional degree","White only","No","Yes",145,1,190,20140309,"8. $25,000 to $29,999",3
20140302140580,47,"M","5. bachelor's degree","Other","No","Yes",270,0,2596.15,20140321,"15. $100,000 to $149,999",2
20140302140583,35,"M","3. some college","White only","No","Yes",485,1,1000,20140315,"14. $75,000 to $99,999",3
20140302140590,73,"M","3. some college","White only","No","Yes",578,0,NA,20140311,"16. >= $150,000",2
20140302140597,61,"F","4. associate degree","White only","No","Yes",195,0,NA,20140302,"15. $100,000 to $149,999",3
20140302140598,38,"F","5. bachelor's degree","White only","No","No",462,0,NA,20140320,"4. $10,000 to $12,499",1
20140302140599,50,"M","3. some college","White only","No","Yes",320,0,700,20140305,"13. $60,000 to $74,999",3
20140302140613,44,"F","8. doctoral degree","White only","No","Yes",170,2,2692.3,20140307,"16. >= $150,000",4
20140302140615,64,"F","1. < high school diploma","White only","Yes","Yes",605,1,NA,20140301,"3. $7,500 to $9,999",2
20140302140620,80,"F","2. high school diploma","White only","Yes","Yes",420,0,NA,20140325,"4. $10,000 to $12,499",1
20140302140626,59,"F","3. some college","White only","No","Yes",140,0,72,20140329,"11. $40,000 to $49,999",2
20140302140627,16,"M","1. < high school diploma","White only","No","Yes",0,1,NA,20140302,"7. $20,000 to $24,999",2
20140302140629,31,"M","1. < high school diploma","White only","No","Yes",210,1,NA,20140302,"14. $75,000 to $99,999",3
20140302140630,65,"M","1. < high school diploma","White only","No","No",370,0,NA,20140301,"2. $5,000-$7,499",1
20140302140633,17,"M","1. < high school diploma","White only","No","Yes",865,4,NA,20140323,"14. $75,000 to $99,999",6
20140302140634,60,"M","3. some college","Black only","No","Yes",190,0,1100,20140306,"12. $50,000 to $59,999",1
20140302140639,76,"F","2. high school diploma","White only","No","Yes",325,0,NA,20140307,"8. $25,000 to $29,999",1
20140302140641,30,"M","4. associate degree","White only","No","Yes",0,0,2692.3,20140313,"16. >= $150,000",2
20140302140644,47,"F","5. bachelor's degree","White only","No","Yes",35,2,NA,20140304,"15. $100,000 to $149,999",4
20140302140647,57,"M","4. associate degree","White only","No","Yes",270,0,1057.69,20140330,"15. $100,000 to $149,999",2
20140302140650,41,"F","7. professional degree","White only","No","No",20,2,1442.3,20140312,"16. >= $150,000",4
20140302140651,85,"F","2. high school diploma","Black only","No","Yes",0,0,NA,20140303,"6. $15,000 to $19,999",2
20140302140652,79,"F","2. high school diploma","White only","No","Yes",501,0,NA,20140309,"5. $12,500 to $14,999",1
20140302140658,21,"M","3. some college","White only","No","Yes",572,0,267.2,20140318,"14. $75,000 to $99,999",3
20140302140660,72,"M","5. bachelor's degree","White only","No","Yes",300,0,NA,20140310,"16. >= $150,000",2
20140302140661,50,"F","5. bachelor's degree","White only","Yes","Yes",0,0,1028.17,20140327,"15. $100,000 to $149,999",1
20140302140665,19,"M","3. some college","White only","No","Yes",405,0,NA,20140328,"2. $5,000-$7,499",2
20140302140668,37,"F","4. associate degree","Black only","No","Yes",110,2,576.92,20140319,"15. $100,000 to $149,999",4
20140302140674,49,"F","2. high school diploma","Black only","No","No",1095,0,577.2,20140313,"4. $10,000 to $12,499",3
20140302140684,40,"F","5. bachelor's degree","White only","No","Yes",60,3,844,20140327,"14. $75,000 to $99,999",5
20140302140686,34,"M","4. associate degree","Asian only","No","Yes",300,1,NA,20140317,"13. $60,000 to $74,999",3
20140302140687,41,"M","2. high school diploma","Other","No","Yes",503,1,1550,20140315,"14. $75,000 to $99,999",3
20140302140688,58,"M","2. high school diploma","White only","No","Yes",906,0,673.07,20140308,"10. $35,000 to $39,999",2
20140302140690,42,"F","6. master's degree","White only","No","Yes",178,0,760,20140321,"11. $40,000 to $49,999",1
20140302140691,72,"F","5. bachelor's degree","White only","No","No",410,0,NA,20140302,"10. $35,000 to $39,999",1
20140302140694,38,"M","5. bachelor's degree","Black only","No","Yes",0,1,580,20140313,"9. $30,000 to $34,999",3
20140302140696,27,"F","6. master's degree","Black only","No","No",0,0,923.07,20140308,"10. $35,000 to $39,999",1
20140302140703,46,"M","1. < high school diploma","Other","Yes","Yes",45,1,NA,20140322,"11. $40,000 to $49,999",6
20140302140705,71,"M","1. < high school diploma","White only","Yes","Yes",390,0,NA,20140329,"6. $15,000 to $19,999",2
20140302140711,42,"F","4. associate degree","White only","No","No",185,0,961.53,20140311,"12. $50,000 to $59,999",1
20140302140715,42,"M","1. < high school diploma","White only","Yes","Yes",125,4,500,20140323,"11. $40,000 to $49,999",6
20140302140717,65,"F","2. high school diploma","Black only","No","Yes",460,0,NA,20140309,"9. $30,000 to $34,999",1
20140302140726,72,"M","2. high school diploma","White only","No","Yes",600,0,122.4,20140309,"12. $50,000 to $59,999",2
20140302140734,54,"M","6. master's degree","White only","No","Yes",180,0,1884.61,20140308,"16. >= $150,000",2
20140302140738,36,"M","5. bachelor's degree","White only","No","Yes",210,2,1938.46,20140309,"13. $60,000 to $74,999",1
20140302140740,19,"M","3. some college","Black only","No","Yes",510,2,NA,20140316,"11. $40,000 to $49,999",5
20140302140743,48,"F","2. high school diploma","White only","No","Yes",595,0,NA,20140321,"10. $35,000 to $39,999",2
20140302140744,64,"F","4. associate degree","White only","No","Yes",150,0,NA,20140306,"14. $75,000 to $99,999",2
20140302140747,26,"F","8. doctoral degree","White only","No","Yes",270,0,750,20140301,"12. $50,000 to $59,999",1
20140302140748,63,"F","2. high school diploma","White only","No","No",525,0,NA,20140308,"4. $10,000 to $12,499",1
20140302140751,51,"M","1. < high school diploma","White only","Yes","Yes",235,2,330,20140328,"1. < $5,000",4
20140302140756,39,"M","4. associate degree","White only","No","No",151,6,NA,20140325,"11. $40,000 to $49,999",8
20140302140761,38,"F","5. bachelor's degree","White only","No","Yes",440,0,720,20140314,"14. $75,000 to $99,999",3
20140302140763,41,"M","4. associate degree","White only","No","No",90,0,NA,20140313,"13. $60,000 to $74,999",5
20140302140766,63,"M","5. bachelor's degree","White only","No","Yes",634,0,NA,20140312,"10. $35,000 to $39,999",1
20140302140769,26,"F","2. high school diploma","White only","No","Yes",90,2,NA,20140329,"14. $75,000 to $99,999",3
20140302140770,21,"F","2. high school diploma","Black only","No","No",30,2,150,20140325,"3. $7,500 to $9,999",3
20140302140771,70,"F","1. < high school diploma","Black only","No","No",270,0,NA,20140301,"5. $12,500 to $14,999",1
20140302140781,73,"M","6. master's degree","White only","No","No",282,0,NA,20140301,"16. >= $150,000",2
20140302140783,78,"F","6. master's degree","White only","Yes","Yes",480,0,NA,20140321,"7. $20,000 to $24,999",2
20140302140786,69,"F","6. master's degree","White only","No","Yes",170,0,NA,20140312,"9. $30,000 to $34,999",2
20140302140787,66,"F","3. some college","White only","No","Yes",450,0,NA,20140305,"14. $75,000 to $99,999",3
20140302140788,39,"M","5. bachelor's degree","White only","No","Yes",195,0,1192.3,20140326,"13. $60,000 to $74,999",1
20140302140789,55,"M","2. high school diploma","Black only","No","Yes",430,0,300,20140328,"7. $20,000 to $24,999",1
20140302140790,64,"M","5. bachelor's degree","Other","No","Yes",210,0,1153,20140312,"16. >= $150,000",2
20140302140800,43,"F","1. < high school diploma","White only","No","No",45,1,580,20140308,"14. $75,000 to $99,999",5
20140302140802,49,"F","4. associate degree","Black only","No","Yes",225,0,718,20140312,"15. $100,000 to $149,999",2
20140302140808,56,"F","2. high school diploma","White only","No","Yes",530,0,NA,20140317,"8. $25,000 to $29,999",2
20140302140819,39,"M","5. bachelor's degree","White only","No","Yes",240,2,2884.61,20140315,"15. $100,000 to $149,999",4
20140302140824,44,"F","3. some college","White only","No","Yes",465,0,603.72,20140316,"10. $35,000 to $39,999",3
20140302140825,18,"M","1. < high school diploma","White only","Yes","No",509,0,NA,20140315,"9. $30,000 to $34,999",2
20140302140829,36,"F","3. some college","White only","No","Yes",255,2,132,20140311,"15. $100,000 to $149,999",4
20140302140837,59,"F","4. associate degree","Black only","No","Yes",565,0,NA,20140316,"12. $50,000 to $59,999",1
20140302140838,62,"F","1. < high school diploma","White only","Yes","No",360,0,346.15,20140302,"12. $50,000 to $59,999",2
20140302140841,29,"F","1. < high school diploma","White only","Yes","Yes",120,2,230.76,20140302,"4. $10,000 to $12,499",3
20140302140842,67,"M","5. bachelor's degree","White only","No","Yes",150,0,NA,20140321,"16. >= $150,000",2
20140302140847,65,"F","6. master's degree","White only","No","Yes",87,0,928.84,20140310,"14. $75,000 to $99,999",2
20140302140848,56,"F","8. doctoral degree","White only","No","Yes",263,0,2038.46,20140330,"15. $100,000 to $149,999",1
20140302140850,53,"M","3. some college","White only","No","Yes",80,0,1826.92,20140322,"16. >= $150,000",4
20140302140851,75,"F","1. < high school diploma","White only","No","Yes",394,0,NA,20140317,"3. $7,500 to $9,999",1
20140302140852,42,"F","4. associate degree","White only","No","Yes",165,0,437.5,20140322,"7. $20,000 to $24,999",1
20140302140854,41,"M","4. associate degree","White only","No","Yes",540,0,NA,20140322,"14. $75,000 to $99,999",2
20140302140857,62,"F","6. master's degree","White only","No","Yes",380,1,NA,20140307,"8. $25,000 to $29,999",3
20140302140858,46,"M","6. master's degree","White only","No","Yes",115,1,1153.84,20140312,"11. $40,000 to $49,999",2
20140302140865,53,"M","7. professional degree","White only","No","Yes",555,0,211.53,20140304,"14. $75,000 to $99,999",2
20140302140869,31,"M","1. < high school diploma","White only","Yes","Yes",400,2,753,20140309,"10. $35,000 to $39,999",4
20140302140870,53,"M","6. master's degree","White only","No","Yes",350,1,2884.61,20140302,"16. >= $150,000",4
20140302140871,54,"F","5. bachelor's degree","Black only","No","Yes",60,0,1346.15,20140326,"13. $60,000 to $74,999",1
20140302140873,56,"F","1. < high school diploma","White only","Yes","Yes",335,1,NA,20140309,"9. $30,000 to $34,999",2
20140302140874,28,"F","2. high school diploma","White only","No","No",0,2,573,20140303,"15. $100,000 to $149,999",7
20140302140886,48,"M","3. some college","White only","No","Yes",455,1,NA,20140301,"11. $40,000 to $49,999",4
20140302140894,43,"M","2. high school diploma","White only","No","Yes",300,2,NA,20140319,"5. $12,500 to $14,999",3
20140302140895,46,"M","3. some college","White only","No","No",608,0,1090,20140329,"14. $75,000 to $99,999",2
20140302140898,55,"F","3. some college","White only","No","Yes",120,0,1038.46,20140309,"16. >= $150,000",1
20140302140899,30,"M","6. master's degree","White only","No","Yes",15,2,2403.84,20140310,"15. $100,000 to $149,999",4
20140302140902,60,"F","2. high school diploma","White only","No","Yes",180,0,653.84,20140313,"14. $75,000 to $99,999",2
20140302140903,28,"F","4. associate degree","White only","No","No",230,2,830.4,20140308,"14. $75,000 to $99,999",4
20140302140907,67,"F","2. high school diploma","White only","No","No",515,0,NA,20140301,"7. $20,000 to $24,999",2
20140302140909,58,"M","2. high school diploma","White only","No","Yes",210,0,670,20140315,"13. $60,000 to $74,999",1
20140302140910,70,"M","6. master's degree","White only","No","Yes",880,0,NA,20140303,"14. $75,000 to $99,999",2
20140302140911,16,"M","1. < high school diploma","White only","No","No",270,1,123.75,20140312,"13. $60,000 to $74,999",3
20140302140912,68,"M","6. master's degree","White only","No","Yes",280,0,400,20140326,"16. >= $150,000",3
20140302140914,62,"F","3. some college","White only","No","Yes",210,0,NA,20140302,"13. $60,000 to $74,999",1
20140302140915,47,"F","5. bachelor's degree","Other","No","Yes",185,1,701.28,20140301,"9. $30,000 to $34,999",2
20140302140918,31,"M","1. < high school diploma","White only","Yes","Yes",210,2,NA,20140327,"8. $25,000 to $29,999",5
20140302140919,44,"F","7. professional degree","White only","No","Yes",248,2,2884.61,20140322,"16. >= $150,000",4
20140302140921,66,"F","2. high school diploma","White only","No","Yes",630,0,NA,20140309,"6. $15,000 to $19,999",1
20140302140922,56,"M","2. high school diploma","Black only","No","No",936,0,NA,20140314,"5. $12,500 to $14,999",3
20140302140924,34,"M","2. high school diploma","Black only","No","Yes",230,5,NA,20140319,"9. $30,000 to $34,999",7
20140302140927,69,"F","5. bachelor's degree","Black only","No","Yes",300,0,NA,20140321,"8. $25,000 to $29,999",1
20140302140929,41,"M","5. bachelor's degree","White only","No","Yes",0,3,1500,20140316,"14. $75,000 to $99,999",5
20140302140931,64,"M","6. master's degree","White only","No","Yes",530,0,NA,20140323,"13. $60,000 to $74,999",2
20140302140939,25,"M","5. bachelor's degree","White only","No","Yes",465,0,2211,20140316,"12. $50,000 to $59,999",2
20140302140943,71,"M","3. some college","White only","No","Yes",390,0,NA,20140317,"8. $25,000 to $29,999",2
20140302140946,65,"F","5. bachelor's degree","Asian only","No","Yes",120,2,NA,20140322,"15. $100,000 to $149,999",6
20140302140947,64,"F","5. bachelor's degree","White only","No","Yes",360,0,NA,20140308,"16. >= $150,000",2
20140302140951,56,"M","8. doctoral degree","Asian only","No","Yes",105,0,2307.69,20140319,"15. $100,000 to $149,999",1
20140302140956,37,"F","5. bachelor's degree","White only","No","Yes",265,2,200,20140331,"14. $75,000 to $99,999",4
20140302140959,49,"M","2. high school diploma","White only","No","Yes",940,0,NA,20140321,"16. >= $150,000",2
20140302140963,23,"M","3. some college","Other","No","Yes",150,0,NA,20140301,"10. $35,000 to $39,999",1
20140302140964,31,"F","2. high school diploma","White only","No","Yes",25,3,182.2,20140318,"6. $15,000 to $19,999",3
20140302140965,27,"F","5. bachelor's degree","White only","No","Yes",255,0,1076.92,20140316,"2. $5,000-$7,499",2
20140302140966,40,"F","5. bachelor's degree","White only","Yes","Yes",0,0,442.3,20140303,"7. $20,000 to $24,999",1
20140302140969,70,"F","1. < high school diploma","White only","Yes","Yes",564,0,NA,20140308,"5. $12,500 to $14,999",2
20140302140972,49,"F","5. bachelor's degree","Black only","No","Yes",210,1,778.5,20140314,"12. $50,000 to $59,999",2
20140302140973,17,"F","1. < high school diploma","White only","No","No",0,1,NA,20140322,"15. $100,000 to $149,999",4
20140302140982,45,"F","4. associate degree","White only","No","Yes",210,0,1826.92,20140319,"15. $100,000 to $149,999",1
20140302140984,50,"M","2. high school diploma","White only","No","No",480,0,1082.8,20140316,"15. $100,000 to $149,999",2
20140302140987,23,"M","2. high school diploma","White only","Yes","Yes",440,1,300,20140302,"12. $50,000 to $59,999",4
20140302140988,28,"M","3. some college","White only","No","No",150,0,673.07,20140318,"14. $75,000 to $99,999",2
20140302140989,72,"F","6. master's degree","White only","No","Yes",200,0,NA,20140330,"15. $100,000 to $149,999",3
20140302140995,62,"F","5. bachelor's degree","White only","No","Yes",390,0,NA,20140315,"11. $40,000 to $49,999",2
20140302140997,30,"M","6. master's degree","White only","No","Yes",90,3,2307.69,20140321,"16. >= $150,000",5
20140302141003,35,"F","1. < high school diploma","White only","Yes","Yes",150,0,560,20140320,"5. $12,500 to $14,999",2
20140302141004,25,"F","3. some college","White only","Yes","Yes",566,0,NA,20140309,"7. $20,000 to $24,999",2
20140302141007,44,"F","8. doctoral degree","White only","No","Yes",0,1,2884.61,20140319,"16. >= $150,000",3
20140302141011,36,"M","2. high school diploma","White only","No","Yes",705,0,1960,20140312,"13. $60,000 to $74,999",1
20140302141012,38,"M","3. some college","White only","No","Yes",205,4,1217.6,20140313,"14. $75,000 to $99,999",6
20140302141015,47,"M","5. bachelor's degree","White only","No","Yes",120,1,1384.61,20140303,"14. $75,000 to $99,999",3
20140302141018,26,"M","5. bachelor's degree","Other","No","Yes",200,0,480,20140328,"12. $50,000 to $59,999",2
20140302141020,44,"M","1. < high school diploma","White only","No","No",204,4,NA,20140314,"8. $25,000 to $29,999",5
20140302141022,73,"M","3. some college","White only","No","Yes",235,0,NA,20140311,"1. < $5,000",2
20140302141025,27,"F","2. high school diploma","White only","No","No",180,1,NA,20140321,"1. < $5,000",2
20140302141026,33,"M","6. master's degree","Other","No","Yes",30,1,1538.46,20140322,"16. >= $150,000",3
20140302141030,56,"F","3. some college","White only","No","Yes",265,0,672,20140320,"16. >= $150,000",2
20140302141032,73,"F","3. some college","White only","No","No",30,0,761,20140307,"10. $35,000 to $39,999",2
20140302141037,45,"M","5. bachelor's degree","White only","No","Yes",390,2,2596.15,20140323,"16. >= $150,000",4
20140302141039,52,"F","4. associate degree","White only","No","Yes",230,0,1038.46,20140323,"12. $50,000 to $59,999",1
20140302141040,61,"M","6. master's degree","White only","No","Yes",143,0,653.84,20140316,"13. $60,000 to $74,999",1
20140302141041,76,"M","1. < high school diploma","White only","Yes","Yes",530,0,NA,20140326,"8. $25,000 to $29,999",3
20140302141042,63,"F","5. bachelor's degree","White only","No","Yes",30,0,730.76,20140303,"12. $50,000 to $59,999",1
20140302141044,42,"F","6. master's degree","White only","No","Yes",0,1,1057.69,20140310,"14. $75,000 to $99,999",3
20140302141045,72,"F","2. high school diploma","White only","No","Yes",550,0,NA,20140305,"4. $10,000 to $12,499",1
20140302141046,67,"M","2. high school diploma","White only","No","Yes",344,0,NA,20140309,"8. $25,000 to $29,999",1
20140302141052,24,"F","2. high school diploma","Black only","Yes","Yes",120,2,NA,20140323,"7. $20,000 to $24,999",4
20140302141058,57,"F","3. some college","White only","No","Yes",416,0,580,20140302,"7. $20,000 to $24,999",1
20140302141062,20,"F","2. high school diploma","White only","Yes","Yes",290,0,271.25,20140309,"7. $20,000 to $24,999",2
20140302141065,29,"M","2. high school diploma","White only","No","Yes",376,0,826.92,20140321,"13. $60,000 to $74,999",2
20140302141070,45,"M","4. associate degree","Black only","No","Yes",130,0,NA,20140306,"16. >= $150,000",2
20140302141076,49,"F","4. associate degree","White only","No","Yes",20,1,300,20140318,"13. $60,000 to $74,999",3
20140302141080,31,"F","3. some college","White only","Yes","Yes",295,2,304,20140324,"5. $12,500 to $14,999",3
20140302141085,80,"M","2. high school diploma","White only","No","Yes",30,0,NA,20140303,"12. $50,000 to $59,999",1
20140302141087,80,"F","2. high school diploma","White only","No","Yes",242,0,NA,20140318,"9. $30,000 to $34,999",2
20140302141089,48,"F","1. < high school diploma","White only","Yes","Yes",240,1,NA,20140329,"4. $10,000 to $12,499",5
20140302141090,32,"M","2. high school diploma","White only","No","No",345,1,494,20140316,"9. $30,000 to $34,999",5
20140302141091,69,"M","6. master's degree","White only","No","Yes",450,0,NA,20140322,"14. $75,000 to $99,999",2
20140302141093,56,"F","2. high school diploma","White only","Yes","Yes",0,0,439.6,20140304,"13. $60,000 to $74,999",1
20140302141094,25,"F","2. high school diploma","White only","No","No",345,0,NA,20140311,"11. $40,000 to $49,999",2
20140302141095,35,"F","2. high school diploma","White only","No","Yes",330,1,300,20140323,"9. $30,000 to $34,999",4
20140302141096,18,"M","1. < high school diploma","White only","No",NA,395,1,225,20140314,"16. >= $150,000",4
20140302141101,56,"F","5. bachelor's degree","White only","No","Yes",290,0,NA,20140303,"15. $100,000 to $149,999",2
20140302141102,24,"F","3. some college","Black only","No","Yes",195,2,142.5,20140308,"1. < $5,000",3
20140302141104,29,"F","4. associate degree","White only","No","Yes",240,0,52,20140316,"6. $15,000 to $19,999",2
20140302141105,28,"F","5. bachelor's degree","Black only","No","Yes",179,1,400,20140331,"6. $15,000 to $19,999",2
20140302141106,73,"F","4. associate degree","White only","No","Yes",375,0,NA,20140316,"8. $25,000 to $29,999",2
20140302141107,47,"M","2. high school diploma","Black only","No","Yes",490,1,1378.85,20140322,"14. $75,000 to $99,999",4
20140302141108,35,"M","2. high school diploma","Black only","No","Yes",469,0,645,20140322,"8. $25,000 to $29,999",1
20140302141112,52,"M","6. master's degree","White only","No","Yes",250,0,2884.61,20140325,"16. >= $150,000",2
20140302141113,54,"F","6. master's degree","White only","No","No",210,1,442.3,20140309,"15. $100,000 to $149,999",3
20140302141115,55,"M","2. high school diploma","White only","No",NA,120,0,600,20140311,"12. $50,000 to $59,999",1
20140302141117,39,"M","4. associate degree","White only","No","Yes",540,1,NA,20140305,"6. $15,000 to $19,999",3
20140302141120,50,"F","2. high school diploma","White only","No","Yes",21,0,2153.84,20140312,"14. $75,000 to $99,999",3
20140302141123,19,"M","3. some college","Asian only","No","Yes",183,1,236,20140314,"15. $100,000 to $149,999",5
20140302141125,67,"F","1. < high school diploma","White only","No","No",240,0,156,20140301,"7. $20,000 to $24,999",1
20140302141127,58,"M","8. doctoral degree","White only","No","No",270,0,942.3,20140323,"12. $50,000 to $59,999",2
20140302141130,65,"F","5. bachelor's degree","White only","No","Yes",180,0,961.53,20140310,"12. $50,000 to $59,999",1
20140302141132,65,"M","2. high school diploma","White only","No","Yes",945,0,720,20140302,"7. $20,000 to $24,999",2
20140302141139,56,"M","1. < high school diploma","White only","Yes","Yes",360,1,NA,20140312,"11. $40,000 to $49,999",4
20140302141142,27,"F","5. bachelor's degree","White only","No","Yes",30,0,650,20140315,"9. $30,000 to $34,999",2
20140302141143,32,"M","5. bachelor's degree","White only","No","Yes",120,1,903.84,20140301,"16. >= $150,000",3
20140302141146,53,"F","4. associate degree","White only","No","Yes",130,1,1153.84,20140316,"13. $60,000 to $74,999",2
20140302141149,66,"F","2. high school diploma","White only","No","Yes",403,0,NA,20140312,"9. $30,000 to $34,999",1
20140302141151,59,"M","5. bachelor's degree","White only","No","Yes",457,1,NA,20140329,"12. $50,000 to $59,999",2
20140302141155,22,"M","2. high school diploma","Other","No","Yes",464,1,NA,20140318,"11. $40,000 to $49,999",4
20140302141156,37,"F","5. bachelor's degree","White only","Yes","Yes",755,1,1153.84,20140315,"13. $60,000 to $74,999",3
20140302141157,39,"M","5. bachelor's degree","White only","No","Yes",360,1,2250,20140308,"16. >= $150,000",3
20140302141162,40,"M","4. associate degree","White only","No","Yes",240,3,NA,20140308,"16. >= $150,000",6
20140302141166,49,"M","5. bachelor's degree","Black only","No","No",535,0,NA,20140326,"9. $30,000 to $34,999",2
20140302141174,31,"F","3. some college","White only","No","Yes",290,1,190,20140321,"12. $50,000 to $59,999",3
20140302141176,37,"M","2. high school diploma","White only","No","Yes",325,0,580,20140321,"9. $30,000 to $34,999",2
20140302141177,54,"M","3. some college","Other","Yes","Yes",188,0,2250,20140313,"11. $40,000 to $49,999",1
20140302141178,70,"M","4. associate degree","White only","No","No",525,0,NA,20140328,"15. $100,000 to $149,999",1
20140302141181,55,"F","6. master's degree","White only","Yes","Yes",255,0,NA,20140316,"3. $7,500 to $9,999",1
20140302141183,33,"F","5. bachelor's degree","Asian only","No","Yes",210,0,170,20140324,"15. $100,000 to $149,999",4
20140302141186,46,"F","3. some college","White only","Yes","Yes",0,1,120,20140322,"1. < $5,000",4
20140302141190,85,"F","2. high school diploma","White only","No","Yes",510,0,NA,20140305,"12. $50,000 to $59,999",1
20140302141191,62,"M","3. some college","White only","No","Yes",375,0,600,20140315,"16. >= $150,000",5
20140302141193,35,"F","3. some college","Asian only","No","Yes",30,1,450,20140320,"15. $100,000 to $149,999",4
20140302141194,46,"F","5. bachelor's degree","Black only","No","Yes",390,2,1500,20140316,"14. $75,000 to $99,999",3
20140302141196,54,"M","5. bachelor's degree","White only","No","Yes",480,0,1642.5,20140301,"15. $100,000 to $149,999",2
20140302141201,15,"F","1. < high school diploma","White only","No","Yes",260,1,NA,20140318,"13. $60,000 to $74,999",3
20140302141202,53,"M","4. associate degree","White only","No","Yes",375,0,1442.3,20140315,"14. $75,000 to $99,999",1
20140302141203,77,"F","3. some college","White only","No","Yes",60,0,253.75,20140312,"6. $15,000 to $19,999",1
20140302141207,32,"M","5. bachelor's degree","White only","No","Yes",120,1,2403,20140316,"16. >= $150,000",3
20140302141209,21,"F","2. high school diploma","White only","No","Yes",120,3,NA,20140307,"13. $60,000 to $74,999",7
20140302141210,42,"M","3. some college","White only","No","Yes",98,2,913.46,20140316,"16. >= $150,000",4
20140302141213,49,"F","4. associate degree","Black only","No","Yes",360,0,1700,20140309,"12. $50,000 to $59,999",2
20140302141223,85,"M","6. master's degree","Black only","No","Yes",371,0,NA,20140312,"7. $20,000 to $24,999",1
20140302141225,85,"F","3. some college","White only","No","Yes",245,0,NA,20140309,"12. $50,000 to $59,999",2
20140302141229,78,"M","5. bachelor's degree","White only","No","Yes",463,0,NA,20140317,"4. $10,000 to $12,499",1
20140302141230,44,"F","4. associate degree","White only","Yes","Yes",140,2,370,20140308,"13. $60,000 to $74,999",4
20140302141233,22,"F","4. associate degree","Black only","No","Yes",246,1,NA,20140326,"4. $10,000 to $12,499",3
20140302141234,47,"M","2. high school diploma","White only","Yes","No",483,0,NA,20140306,"8. $25,000 to $29,999",3
20140302141235,65,"M","6. master's degree","White only","No","Yes",120,0,865,20140321,"16. >= $150,000",2
20140302141236,68,"M","3. some college","Black only","No","Yes",463,0,615.38,20140302,"12. $50,000 to $59,999",3
20140302141237,64,"F","1. < high school diploma","White only","Yes","Yes",660,0,NA,20140322,"5. $12,500 to $14,999",1
20140302141241,70,"F","6. master's degree","White only","No","Yes",197,0,NA,20140302,"4. $10,000 to $12,499",1
20140302141244,72,"F","3. some college","White only","No","Yes",150,0,NA,20140323,"11. $40,000 to $49,999",1
20140302141245,39,"M","2. high school diploma","White only","No","Yes",0,3,1153.84,20140324,"14. $75,000 to $99,999",4
20140302141254,36,"F","6. master's degree","White only","No","No",110,2,1980.76,20140316,"15. $100,000 to $149,999",4
20140302141258,45,"F","6. master's degree","White only","No","Yes",0,2,1576.92,20140326,"16. >= $150,000",4
20140302141259,30,"F","5. bachelor's degree","Asian only","No","Yes",150,1,NA,20140329,"7. $20,000 to $24,999",3
20140302141266,70,"M","2. high school diploma","White only","Yes","Yes",540,0,NA,20140302,"4. $10,000 to $12,499",1
